pre_name,univ_name,
福岡県,福岡医療短期大学,
福岡県,福岡工業大学短期大学部,
福岡県,福岡こども短期大学,
福岡県,福岡女学院大学短期大学部,
福岡県,福岡女子短期大学,
佐賀県,佐賀大学,
佐賀県,西九州大学,
佐賀県,九州龍谷短期大学,
佐賀県,佐賀女子短期大学,
佐賀県,西九州大学短期大学部,
長崎県,長崎大学,
長崎県,長崎県立大学,
長崎県,活水女子大学,
長崎県,長崎ウエスレヤン大学,
長崎県,長崎外国語大学,
長崎県,長崎国際大学,
長崎県,長崎純心大学,
長崎県,長崎総合科学大学,
長崎県,長崎女子短期大学,
長崎県,長崎短期大学,
熊本県,熊本大学,
熊本県,熊本県立大学,
熊本県,九州看護福祉大学,
熊本県,九州ルーテル学院大学,
熊本県,熊本学園大学,
熊本県,熊本保健科学大学,
熊本県,尚絅大学,
熊本県,崇城大学,
熊本県,平成音楽大学,
熊本県,尚絅大学短期大学部,
熊本県,中九州短期大学,
大分県,大分大学,
大分県,大分県立看護科学大学,
大分県,日本文理大学,
大分県,別府大学,
大分県,立命館アジア太平洋大学,
大分県,大分県立芸術文化短期大学,
大分県,大分短期大学,
大分県,東九州短期大学,
大分県,別府大学短期大学部,
大分県,別府溝部学園短期大学,
宮崎県,宮崎大学,
宮崎県,宮崎県立看護大学,
宮崎県,宮崎公立大学,
宮崎県,九州保健福祉大学,
宮崎県,南九州大学,
宮崎県,宮崎国際大学,
宮崎県,宮崎産業経営大学,
宮崎県,南九州短期大学,
宮崎県,宮崎学園短期大学,
鹿児島県,鹿児島大学,
鹿児島県,鹿屋体育大学,
鹿児島県,鹿児島国際大学,
鹿児島県,鹿児島純心女子大学,
鹿児島県,志學館大学,
鹿児島県,第一工業大学,
鹿児島県,鹿児島県立短期大学,
鹿児島県,鹿児島純心女子短期大学,
鹿児島県,鹿児島女子短期大学,
鹿児島県,第一幼児教育短期大学,
沖縄県,琉球大学,
沖縄県,沖縄県立看護大学,
沖縄県,沖縄県立芸術大学,
沖縄県,名桜大学,
沖縄県,沖縄キリスト教学院大学,
沖縄県,沖縄国際大学,
沖縄県,沖縄大学,
沖縄県,沖縄キリスト教短期大学,
沖縄県,沖縄女子短期大学,
